Date,Reservoir Name,District,Inflow (MLD),Outflow (MLD),Storage Capacity (MLD),Current Level (MLD)
25-01-2024,Ujjani Dam,Solapur,1307,1753,248502,203483
25-01-2024,Jayakwadi Dam,Aurangabad,1363,2060,154221,103939
26-01-2024,Koyna Dam,Satara,1707,2450,265329,118449
26-01-2024,Bhatsa Dam,Thane,2208,1917,166663,119669
26-01-2024,Ujjani Dam,Solapur,1895,1613,257583,216177
26-01-2024,Jayakwadi Dam,Aurangabad,1790,1315,171307,166788
27-01-2024,Koyna Dam,Satara,2582,2069,188503,170441
27-01-2024,Bhatsa Dam,Thane,1176,1853,235497,224969
27-01-2024,Ujjani Dam,Solapur,1855,2412,278366,165316
27-01-2024,Jayakwadi Dam,Aurangabad,2597,1750,191667,104148
28-01-2024,Koyna Dam,Satara,2457,1411,151557,147095
28-01-2024,Bhatsa Dam,Thane,1631,1052,158871,131604
28-01-2024,Ujjani Dam,Solapur,2568,2088,272795,137629
28-01-2024,Jayakwadi Dam,Aurangabad,2736,2278,273124,134784
29-01-2024,Koyna Dam,Satara,1682,1385,222367,181046
29-01-2024,Bhatsa Dam,Thane,2157,2187,249479,201232
29-01-2024,Ujjani Dam,Solapur,2795,1891,176056,118619
29-01-2024,Jayakwadi Dam,Aurangabad,1689,1469,227146,164721
30-01-2024,Koyna Dam,Satara,2050,2331,250068,178974
30-01-2024,Bhatsa Dam,Thane,1753,1437,209899,105088
30-01-2024,Ujjani Dam,Solapur,2207,1785,172661,106948
30-01-2024,Jayakwadi Dam,Aurangabad,2898,2373,197020,193303
31-01-2024,Koyna Dam,Satara,1586,1259,185942,130439
31-01-2024,Bhatsa Dam,Thane,1319,1691,228052,123786
31-01-2024,Ujjani Dam,Solapur,1267,2443,209195,112593
31-01-2024,Jayakwadi Dam,Aurangabad,2147,2256,159201,139553
01-02-2024,Koyna Dam,Satara,2499,2189,181450,162084
01-02-2024,Bhatsa Dam,Thane,2828,1189,227952,176253
01-02-2024,Ujjani Dam,Solapur,2713,2142,209524,140091
01-02-2024,Jayakwadi Dam,Aurangabad,1905,1542,180220,175372
02-02-2024,Koyna Dam,Satara,2392,1917,265004,257284
02-02-2024,Bhatsa Dam,Thane,2410,1049,221783,145251
02-02-2024,Ujjani Dam,Solapur,2006,2468,158973,142316
02-02-2024,Jayakwadi Dam,Aurangabad,2162,2055,286170,145181
03-02-2024,Koyna Dam,Satara,1187,2457,157080,121314
03-02-2024,Bhatsa Dam,Thane,1657,1229,252843,210704
03-02-2024,Ujjani Dam,Solapur,2631,1099,237246,159100
03-02-2024,Jayakwadi Dam,Aurangabad,2681,1207,171259,154609
04-02-2024,Koyna Dam,Satara,1636,1985,273604,244910
04-02-2024,Bhatsa Dam,Thane,2750,1184,158705,139624
04-02-2024,Ujjani Dam,Solapur,2281,1686,187136,138744
04-02-2024,Jayakwadi Dam,Aurangabad,2717,1618,177252,156361
05-02-2024,Koyna Dam,Satara,2204,2416,281165,119228
05-02-2024,Bhatsa Dam,Thane,2754,1927,253699,109257
05-02-2024,Ujjani Dam,Solapur,1520,1567,294744,270852
05-02-2024,Jayakwadi Dam,Aurangabad,1318,1804,220961,154914
06-02-2024,Koyna Dam,Satara,2924,2221,248560,192132
06-02-2024,Bhatsa Dam,Thane,2406,1588,215910,158051
06-02-2024,Ujjani Dam,Solapur,1811,1968,299065,174438
06-02-2024,Jayakwadi Dam,Aurangabad,2735,1134,236937,193275
07-02-2024,Koyna Dam,Satara,1275,2071,157160,102872
07-02-2024,Bhatsa Dam,Thane,1977,1151,286227,201336
07-02-2024,Ujjani Dam,Solapur,1842,2202,277065,263764
07-02-2024,Jayakwadi Dam,Aurangabad,2261,2328,184432,123809
08-02-2024,Koyna Dam,Satara,2435,2167,240207,170570
08-02-2024,Bhatsa Dam,Thane,1860,1959,212746,203283
08-02-2024,Ujjani Dam,Solapur,1148,2484,233581,128681
08-02-2024,Jayakwadi Dam,Aurangabad,1111,2290,290096,209744
09-02-2024,Koyna Dam,Satara,1361,1972,257180,104526
09-02-2024,Bhatsa Dam,Thane,1605,1060,297182,107600
09-02-2024,Ujjani Dam,Solapur,2534,1778,282088,134501
09-02-2024,Jayakwadi Dam,Aurangabad,2839,1040,237699,222565
10-02-2024,Koyna Dam,Satara,1906,1630,233845,193044
10-02-2024,Bhatsa Dam,Thane,1003,1404,187416,138905
10-02-2024,Ujjani Dam,Solapur,2824,1363,205359,123062
10-02-2024,Jayakwadi Dam,Aurangabad,1371,2287,262662,230848
11-02-2024,Koyna Dam,Satara,1210,1577,241846,227683
11-02-2024,Bhatsa Dam,Thane,2875,2216,281097,190441
11-02-2024,Ujjani Dam,Solapur,2476,1473,268489,220308
11-02-2024,Jayakwadi Dam,Aurangabad,1556,1530,226928,175382
12-02-2024,Koyna Dam,Satara,2316,2265,208323,115639
12-02-2024,Bhatsa Dam,Thane,2932,1643,232263,142611
12-02-2024,Ujjani Dam,Solapur,1750,2378,261288,212451
12-02-2024,Jayakwadi Dam,Aurangabad,1994,1399,183399,132663
13-02-2024,Koyna Dam,Satara,2585,2209,298297,277944
13-02-2024,Bhatsa Dam,Thane,2644,1411,203906,123188
13-02-2024,Ujjani Dam,Solapur,1647,1626,183275,179457
13-02-2024,Jayakwadi Dam,Aurangabad,1951,1378,152221,120128
14-02-2024,Koyna Dam,Satara,1778,1379,191752,153470
14-02-2024,Bhatsa Dam,Thane,2945,1936,226519,143403
14-02-2024,Ujjani Dam,Solapur,2702,1475,200440,132544
14-02-2024,Jayakwadi Dam,Aurangabad,1674,1385,291963,236956
15-02-2024,Koyna Dam,Satara,2840,1340,216920,198544
15-02-2024,Bhatsa Dam,Thane,1974,1262,269318,114317
15-02-2024,Ujjani Dam,Solapur,2584,1486,164569,162680
15-02-2024,Jayakwadi Dam,Aurangabad,1652,1761,212064,185801
16-02-2024,Koyna Dam,Satara,1599,1064,210919,179019
16-02-2024,Bhatsa Dam,Thane,1609,1894,167003,141901
16-02-2024,Ujjani Dam,Solapur,1731,1928,178189,133915
16-02-2024,Jayakwadi Dam,Aurangabad,1203,1613,200607,157473
17-02-2024,Koyna Dam,Satara,1733,1704,172428,116407
17-02-2024,Bhatsa Dam,Thane,1232,1850,231569,184419
17-02-2024,Ujjani Dam,Solapur,1137,2064,164900,132793
17-02-2024,Jayakwadi Dam,Aurangabad,1603,1092,152872,130926
18-02-2024,Koyna Dam,Satara,2526,1919,294361,283694
18-02-2024,Bhatsa Dam,Thane,1198,2489,264959,211128
18-02-2024,Ujjani Dam,Solapur,1461,2317,259440,194707
18-02-2024,Jayakwadi Dam,Aurangabad,1396,1529,255557,194294
19-02-2024,Koyna Dam,Satara,2147,2387,290382,167630
19-02-2024,Bhatsa Dam,Thane,1525,1081,168200,136202
19-02-2024,Ujjani Dam,Solapur,2609,2178,191392,176013
19-02-2024,Jayakwadi Dam,Aurangabad,2021,1009,212333,159595
20-02-2024,Koyna Dam,Satara,2540,2109,167383,108186
20-02-2024,Bhatsa Dam,Thane,1150,2250,225746,197236
20-02-2024,Ujjani Dam,Solapur,1514,1242,260934,179004
20-02-2024,Jayakwadi Dam,Aurangabad,2262,1942,169091,148673
21-02-2024,Koyna Dam,Satara,2634,2185,241989,120934
21-02-2024,Bhatsa Dam,Thane,1001,2171,248706,210489
21-02-2024,Ujjani Dam,Solapur,1789,2135,278963,129800
21-02-2024,Jayakwadi Dam,Aurangabad,1993,1280,199234,153100
22-02-2024,Koyna Dam,Satara,1800,2003,170791,135522
22-02-2024,Bhatsa Dam,Thane,2597,1568,257980,169173
22-02-2024,Ujjani Dam,Solapur,1327,1503,155478,140122
22-02-2024,Jayakwadi Dam,Aurangabad,1527,1919,299801,165268
23-02-2024,Koyna Dam,Satara,1970,2370,289259,121932
23-02-2024,Bhatsa Dam,Thane,1203,1072,290083,228858
23-02-2024,Ujjani Dam,Solapur,1438,2426,252857,206483
23-02-2024,Jayakwadi Dam,Aurangabad,2529,2076,252725,112445
24-02-2024,Koyna Dam,Satara,1397,2249,227840,133110
24-02-2024,Bhatsa Dam,Thane,1027,2102,298466,233098
24-02-2024,Ujjani Dam,Solapur,2081,1287,254967,205824
24-02-2024,Jayakwadi Dam,Aurangabad,1915,1445,286139,229405
25-02-2024,Koyna Dam,Satara,1089,1349,272392,156830
25-02-2024,Bhatsa Dam,Thane,2237,1256,246092,181467
25-02-2024,Ujjani Dam,Solapur,2971,1342,206244,116528
25-02-2024,Jayakwadi Dam,Aurangabad,2437,1695,200659,185771
26-02-2024,Koyna Dam,Satara,1799,1954,161861,158377
26-02-2024,Bhatsa Dam,Thane,2165,1841,220344,138954
26-02-2024,Ujjani Dam,Solapur,2528,1504,158260,120837
26-02-2024,Jayakwadi Dam,Aurangabad,1421,1241,222053,215386
27-02-2024,Koyna Dam,Satara,1694,1071,254836,114175
27-02-2024,Bhatsa Dam,Thane,1888,1810,291096,239035
27-02-2024,Ujjani Dam,Solapur,1625,2005,216414,172140
27-02-2024,Jayakwadi Dam,Aurangabad,1407,2132,210332,197855
28-02-2024,Koyna Dam,Satara,1645,1776,243212,129970
28-02-2024,Bhatsa Dam,Thane,2295,1978,196429,141246
28-02-2024,Ujjani Dam,Solapur,1047,2248,268366,175004
28-02-2024,Jayakwadi Dam,Aurangabad,2634,1896,153948,117756
29-02-2024,Koyna Dam,Satara,2222,1766,191910,182347
29-02-2024,Bhatsa Dam,Thane,2456,1940,223311,162688
29-02-2024,Ujjani Dam,Solapur,1087,1404,258716,191661
29-02-2024,Jayakwadi Dam,Aurangabad,2572,1190,188040,123104
01-03-2024,Koyna Dam,Satara,2820,1084,176253,134915
01-03-2024,Bhatsa Dam,Thane,1272,1844,195373,101408
01-03-2024,Ujjani Dam,Solapur,2445,2264,239073,155175
01-03-2024,Jayakwadi Dam,Aurangabad,2709,2343,193695,188223
02-03-2024,Koyna Dam,Satara,1176,1785,224365,173494
02-03-2024,Bhatsa Dam,Thane,2516,2375,179165,172269
02-03-2024,Ujjani Dam,Solapur,1656,1266,292883,217725
02-03-2024,Jayakwadi Dam,Aurangabad,2982,1314,217825,166199
03-03-2024,Koyna Dam,Satara,1783,2103,251113,118978
03-03-2024,Bhatsa Dam,Thane,1778,2265,225706,121743
03-03-2024,Ujjani Dam,Solapur,2726,1845,170572,167787
03-03-2024,Jayakwadi Dam,Aurangabad,1512,1266,155137,149730
04-03-2024,Koyna Dam,Satara,1803,1881,242025,107250
04-03-2024,Bhatsa Dam,Thane,1769,1438,230794,147531
04-03-2024,Ujjani Dam,Solapur,2767,1367,190514,108084
04-03-2024,Jayakwadi Dam,Aurangabad,2370,1628,268140,154664
05-03-2024,Koyna Dam,Satara,2677,1257,230704,201649
05-03-2024,Bhatsa Dam,Thane,1411,1749,183876,139860
05-03-2024,Ujjani Dam,Solapur,2090,1289,165317,122622
05-03-2024,Jayakwadi Dam,Aurangabad,1237,1348,166733,156069
06-03-2024,Koyna Dam,Satara,2715,2433,259592,119955
06-03-2024,Bhatsa Dam,Thane,1807,1761,245849,176441
06-03-2024,Ujjani Dam,Solapur,2377,1201,217986,158720
06-03-2024,Jayakwadi Dam,Aurangabad,1916,1331,160142,140010
07-03-2024,Koyna Dam,Satara,1424,2404,166249,123574
07-03-2024,Bhatsa Dam,Thane,1333,1571,236665,101436
07-03-2024,Ujjani Dam,Solapur,2800,1222,253339,100296
07-03-2024,Jayakwadi Dam,Aurangabad,1568,1459,258969,118056
08-03-2024,Koyna Dam,Satara,2867,1777,165273,151480
08-03-2024,Bhatsa Dam,Thane,1013,1305,187908,170680
08-03-2024,Ujjani Dam,Solapur,2242,1485,292197,210194
08-03-2024,Jayakwadi Dam,Aurangabad,2722,1019,272956,125853
09-03-2024,Koyna Dam,Satara,1505,1611,230398,103889
09-03-2024,Bhatsa Dam,Thane,1620,1050,229155,158204
09-03-2024,Ujjani Dam,Solapur,2342,1025,209698,114415
09-03-2024,Jayakwadi Dam,Aurangabad,1668,1712,251312,229383
10-03-2024,Koyna Dam,Satara,2650,1860,276701,103348
10-03-2024,Bhatsa Dam,Thane,2018,1887,293239,135697
10-03-2024,Ujjani Dam,Solapur,1656,1024,185610,175008
10-03-2024,Jayakwadi Dam,Aurangabad,2326,2361,184786,145591
11-03-2024,Koyna Dam,Satara,1696,2018,231018,195966
11-03-2024,Bhatsa Dam,Thane,2376,1303,237292,180131
11-03-2024,Ujjani Dam,Solapur,1052,1929,165644,156339
11-03-2024,Jayakwadi Dam,Aurangabad,2560,1322,158810,151596
12-03-2024,Koyna Dam,Satara,1048,1064,182798,127047
12-03-2024,Bhatsa Dam,Thane,1527,2370,187734,117695
12-03-2024,Ujjani Dam,Solapur,2759,1197,261915,136947
12-03-2024,Jayakwadi Dam,Aurangabad,2299,1093,166194,140696
13-03-2024,Koyna Dam,Satara,2177,1703,288680,216460
13-03-2024,Bhatsa Dam,Thane,1685,2333,169611,160142
13-03-2024,Ujjani Dam,Solapur,2732,2108,163737,124440
13-03-2024,Jayakwadi Dam,Aurangabad,1017,2143,235812,222563
14-03-2024,Koyna Dam,Satara,2886,1863,287622,247638
14-03-2024,Bhatsa Dam,Thane,2024,1200,183601,118660
14-03-2024,Ujjani Dam,Solapur,1259,1535,244878,142406
14-03-2024,Jayakwadi Dam,Aurangabad,2552,1043,287830,280091
15-03-2024,Koyna Dam,Satara,2148,2005,263429,224453
15-03-2024,Bhatsa Dam,Thane,2117,1572,234044,204319
15-03-2024,Ujjani Dam,Solapur,2673,2124,164629,133838
15-03-2024,Jayakwadi Dam,Aurangabad,1942,2288,217964,114102
16-03-2024,Koyna Dam,Satara,2878,1845,174995,121890
16-03-2024,Bhatsa Dam,Thane,2163,1671,155099,141461
16-03-2024,Ujjani Dam,Solapur,1467,1952,285513,192766
16-03-2024,Jayakwadi Dam,Aurangabad,1944,2264,156370,115957
17-03-2024,Koyna Dam,Satara,2781,1073,164727,102303
17-03-2024,Bhatsa Dam,Thane,2656,1642,216913,210904
17-03-2024,Ujjani Dam,Solapur,2082,1025,274183,238737
17-03-2024,Jayakwadi Dam,Aurangabad,2098,1235,159760,110009
18-03-2024,Koyna Dam,Satara,1711,1266,289101,210751
18-03-2024,Bhatsa Dam,Thane,1410,1863,249799,144797
18-03-2024,Ujjani Dam,Solapur,1343,1822,222349,108160
18-03-2024,Jayakwadi Dam,Aurangabad,2929,2154,298417,143846
19-03-2024,Koyna Dam,Satara,2622,2263,187476,130261
19-03-2024,Bhatsa Dam,Thane,2719,1721,200149,144687
19-03-2024,Ujjani Dam,Solapur,2413,2369,257756,123551
19-03-2024,Jayakwadi Dam,Aurangabad,2544,1695,246525,194176
20-03-2024,Koyna Dam,Satara,1314,1863,280301,100481
20-03-2024,Bhatsa Dam,Thane,2837,1152,167289,115523
20-03-2024,Ujjani Dam,Solapur,1330,1291,181063,138836
20-03-2024,Jayakwadi Dam,Aurangabad,1055,2393,297642,166648
21-03-2024,Koyna Dam,Satara,2766,1740,289749,108116
21-03-2024,Bhatsa Dam,Thane,1974,2416,276126,114471
21-03-2024,Ujjani Dam,Solapur,1764,1316,154554,123962
21-03-2024,Jayakwadi Dam,Aurangabad,1303,1333,249960,193322
22-03-2024,Koyna Dam,Satara,1183,1094,263873,214438
22-03-2024,Bhatsa Dam,Thane,2688,1795,156649,140786
22-03-2024,Ujjani Dam,Solapur,1464,1004,154625,141881
22-03-2024,Jayakwadi Dam,Aurangabad,1965,1657,180402,103938
23-03-2024,Koyna Dam,Satara,1316,1249,291990,211040
23-03-2024,Bhatsa Dam,Thane,2145,2448,258719,242576
23-03-2024,Ujjani Dam,Solapur,1594,1371,264767,136879
23-03-2024,Jayakwadi Dam,Aurangabad,2780,1928,294016,106934
24-03-2024,Koyna Dam,Satara,1221,2073,215936,191128
24-03-2024,Bhatsa Dam,Thane,2280,1210,199697,118364
24-03-2024,Ujjani Dam,Solapur,1407,1731,151932,111184
24-03-2024,Jayakwadi Dam,Aurangabad,1455,2108,284194,131483
25-03-2024,Koyna Dam,Satara,2055,2254,213466,111671
25-03-2024,Bhatsa Dam,Thane,1864,1777,242222,172504
25-03-2024,Ujjani Dam,Solapur,2484,1186,245574,125054
25-03-2024,Jayakwadi Dam,Aurangabad,1370,1539,264368,106930
26-03-2024,Koyna Dam,Satara,2708,1861,266343,169958
26-03-2024,Bhatsa Dam,Thane,1731,1612,248193,113522
26-03-2024,Ujjani Dam,Solapur,1553,1797,207861,204572
26-03-2024,Jayakwadi Dam,Aurangabad,2904,1186,285807,256046
27-03-2024,Koyna Dam,Satara,1109,2233,246532,223564
27-03-2024,Bhatsa Dam,Thane,2994,2212,268387,209273
27-03-2024,Ujjani Dam,Solapur,1160,1036,161828,143012
27-03-2024,Jayakwadi Dam,Aurangabad,1882,2258,268154,268060
28-03-2024,Koyna Dam,Satara,1616,1086,259200,194874
28-03-2024,Bhatsa Dam,Thane,1533,2479,171819,166161
28-03-2024,Ujjani Dam,Solapur,2179,2128,168473,165885
28-03-2024,Jayakwadi Dam,Aurangabad,2447,2099,199304,133333
29-03-2024,Koyna Dam,Satara,2315,1993,233796,178068
29-03-2024,Bhatsa Dam,Thane,2667,1684,289531,210867
29-03-2024,Ujjani Dam,Solapur,1434,2323,169179,123810
29-03-2024,Jayakwadi Dam,Aurangabad,1934,1590,270591,161371
30-03-2024,Koyna Dam,Satara,1505,1161,291680,184702
30-03-2024,Bhatsa Dam,Thane,2176,1697,263762,197444
30-03-2024,Ujjani Dam,Solapur,2029,1568,212605,186685
30-03-2024,Jayakwadi Dam,Aurangabad,2401,2070,212149,149503
31-03-2024,Koyna Dam,Satara,2371,1212,200684,120362
31-03-2024,Bhatsa Dam,Thane,1717,1548,291094,215386
31-03-2024,Ujjani Dam,Solapur,1249,2123,166400,153652
31-03-2024,Jayakwadi Dam,Aurangabad,2178,1320,177379,167238
01-04-2024,Koyna Dam,Satara,2512,1273,214019,146564
01-04-2024,Bhatsa Dam,Thane,1459,2032,245130,158604
01-04-2024,Ujjani Dam,Solapur,1830,1513,220748,181417
01-04-2024,Jayakwadi Dam,Aurangabad,1452,1968,191461,126931
02-04-2024,Koyna Dam,Satara,2543,1353,188276,168033
02-04-2024,Bhatsa Dam,Thane,2854,2463,153585,149249
02-04-2024,Ujjani Dam,Solapur,2897,1847,263267,256976
02-04-2024,Jayakwadi Dam,Aurangabad,2588,1062,178933,113466
03-04-2024,Koyna Dam,Satara,2522,1946,284233,244560
03-04-2024,Bhatsa Dam,Thane,2120,1865,173269,116355
03-04-2024,Ujjani Dam,Solapur,2348,1354,284461,210219
03-04-2024,Jayakwadi Dam,Aurangabad,1633,1429,179173,139160
04-04-2024,Koyna Dam,Satara,2550,2268,262494,203598
04-04-2024,Bhatsa Dam,Thane,1264,2163,169251,118719
04-04-2024,Ujjani Dam,Solapur,1274,1344,247345,129783
04-04-2024,Jayakwadi Dam,Aurangabad,2178,1604,272963,116565
05-04-2024,Koyna Dam,Satara,1416,1281,168125,118767
05-04-2024,Bhatsa Dam,Thane,1815,1902,170781,148551
05-04-2024,Ujjani Dam,Solapur,1690,1831,267095,224661
05-04-2024,Jayakwadi Dam,Aurangabad,2244,1297,212142,139047
06-04-2024,Koyna Dam,Satara,1175,1363,168901,118278
06-04-2024,Bhatsa Dam,Thane,2469,1198,205006,154991
06-04-2024,Ujjani Dam,Solapur,1295,1927,263161,146627
06-04-2024,Jayakwadi Dam,Aurangabad,1637,1219,207413,190848
07-04-2024,Koyna Dam,Satara,2606,2256,218171,107972
07-04-2024,Bhatsa Dam,Thane,1363,1719,260072,255316
07-04-2024,Ujjani Dam,Solapur,1882,2340,159538,131514
07-04-2024,Jayakwadi Dam,Aurangabad,1658,1057,166162,147538
08-04-2024,Koyna Dam,Satara,2038,1781,181842,125535
08-04-2024,Bhatsa Dam,Thane,2183,2408,154924,137963
08-04-2024,Ujjani Dam,Solapur,2496,1289,154436,136796
08-04-2024,Jayakwadi Dam,Aurangabad,2232,1524,169818,122616
09-04-2024,Koyna Dam,Satara,2693,2059,243909,120141
09-04-2024,Bhatsa Dam,Thane,2514,2218,243422,242079
09-04-2024,Ujjani Dam,Solapur,2066,1005,198677,142838
09-04-2024,Jayakwadi Dam,Aurangabad,2395,2001,180845,173036
10-04-2024,Koyna Dam,Satara,1901,1411,260963,184166
10-04-2024,Bhatsa Dam,Thane,1831,1594,293048,289717
10-04-2024,Ujjani Dam,Solapur,1510,1928,181704,100511
10-04-2024,Jayakwadi Dam,Aurangabad,1120,1765,275505,221770
11-04-2024,Koyna Dam,Satara,1550,1031,258330,250626
11-04-2024,Bhatsa Dam,Thane,1978,2224,264286,212418
11-04-2024,Ujjani Dam,Solapur,1030,2179,163447,162207
11-04-2024,Jayakwadi Dam,Aurangabad,2949,1219,262143,258445
12-04-2024,Koyna Dam,Satara,1728,2091,202242,102026
12-04-2024,Bhatsa Dam,Thane,2383,1581,238779,122027
12-04-2024,Ujjani Dam,Solapur,1590,1565,269928,181457
12-04-2024,Jayakwadi Dam,Aurangabad,2734,1196,255028,113683
13-04-2024,Koyna Dam,Satara,2000,1639,273076,251089
13-04-2024,Bhatsa Dam,Thane,1615,1693,226108,195362
13-04-2024,Ujjani Dam,Solapur,2242,2377,240157,111413
13-04-2024,Jayakwadi Dam,Aurangabad,1977,1724,199264,187331
14-04-2024,Koyna Dam,Satara,1730,2443,192629,172948
14-04-2024,Bhatsa Dam,Thane,1649,1577,203785,157650
14-04-2024,Ujjani Dam,Solapur,2456,1519,200885,153862
14-04-2024,Jayakwadi Dam,Aurangabad,1698,2007,240411,222510
15-04-2024,Koyna Dam,Satara,2524,1629,258294,169923
15-04-2024,Bhatsa Dam,Thane,1888,2471,182849,178007
15-04-2024,Ujjani Dam,Solapur,2516,2044,250444,117935
15-04-2024,Jayakwadi Dam,Aurangabad,2915,1451,234685,207322
16-04-2024,Koyna Dam,Satara,2429,2254,181280,177785
16-04-2024,Bhatsa Dam,Thane,1454,1490,237560,108907
16-04-2024,Ujjani Dam,Solapur,1353,2308,177240,134675
16-04-2024,Jayakwadi Dam,Aurangabad,2887,1218,201099,113117
17-04-2024,Koyna Dam,Satara,1869,1027,284906,112847
17-04-2024,Bhatsa Dam,Thane,2861,1661,278198,242350
17-04-2024,Ujjani Dam,Solapur,1480,2208,286080,191935
17-04-2024,Jayakwadi Dam,Aurangabad,1175,2270,159510,147810
18-04-2024,Koyna Dam,Satara,1304,1864,245753,113472
18-04-2024,Bhatsa Dam,Thane,2775,2291,295703,157292
18-04-2024,Ujjani Dam,Solapur,1024,1922,225436,104598
18-04-2024,Jayakwadi Dam,Aurangabad,1308,2202,264294,254667
19-04-2024,Koyna Dam,Satara,2800,1142,212029,152660
19-04-2024,Bhatsa Dam,Thane,1866,2099,169385,111728
19-04-2024,Ujjani Dam,Solapur,2506,1976,275155,123460
19-04-2024,Jayakwadi Dam,Aurangabad,2687,1536,222362,135089
20-04-2024,Koyna Dam,Satara,2057,2127,265918,190534
20-04-2024,Bhatsa Dam,Thane,2477,2418,257352,135991
20-04-2024,Ujjani Dam,Solapur,2954,2257,248018,243165
20-04-2024,Jayakwadi Dam,Aurangabad,1251,1414,243937,108021
21-04-2024,Koyna Dam,Satara,1682,1444,256674,228072
21-04-2024,Bhatsa Dam,Thane,2728,2082,299991,297659
21-04-2024,Ujjani Dam,Solapur,2854,1044,159184,149719
21-04-2024,Jayakwadi Dam,Aurangabad,1656,1606,278909,122643
22-04-2024,Koyna Dam,Satara,1807,2207,223564,167977
22-04-2024,Bhatsa Dam,Thane,1132,1789,225045,158255
22-04-2024,Ujjani Dam,Solapur,1317,1711,176914,116106
22-04-2024,Jayakwadi Dam,Aurangabad,2662,2218,222545,119474
23-04-2024,Koyna Dam,Satara,2419,1879,167907,152860
23-04-2024,Bhatsa Dam,Thane,1822,1459,215892,199652
23-04-2024,Ujjani Dam,Solapur,1054,1232,151553,118728
23-04-2024,Jayakwadi Dam,Aurangabad,1499,1473,277040,210774
24-04-2024,Koyna Dam,Satara,1866,1607,263209,213212
24-04-2024,Bhatsa Dam,Thane,1064,2238,278419,157919
24-04-2024,Ujjani Dam,Solapur,1772,2104,298742,120640
24-04-2024,Jayakwadi Dam,Aurangabad,2271,1107,169753,168454
25-04-2024,Koyna Dam,Satara,1905,2052,170343,138003
25-04-2024,Bhatsa Dam,Thane,2867,1983,242239,233658
25-04-2024,Ujjani Dam,Solapur,1731,1813,262523,105597
25-04-2024,Jayakwadi Dam,Aurangabad,2285,2157,291785,218117
26-04-2024,Koyna Dam,Satara,2030,2227,277926,241427
26-04-2024,Bhatsa Dam,Thane,1674,2388,269275,154118
26-04-2024,Ujjani Dam,Solapur,1209,2454,237674,228540
26-04-2024,Jayakwadi Dam,Aurangabad,1328,2334,277217,206085
27-04-2024,Koyna Dam,Satara,1305,1372,218492,197097
27-04-2024,Bhatsa Dam,Thane,2551,1165,296238,178337
27-04-2024,Ujjani Dam,Solapur,1252,1061,201149,118307
27-04-2024,Jayakwadi Dam,Aurangabad,1176,1463,229974,104594
28-04-2024,Koyna Dam,Satara,2035,2347,283952,195643
28-04-2024,Bhatsa Dam,Thane,2554,1426,210829,166376
28-04-2024,Ujjani Dam,Solapur,2317,2047,199877,137146
28-04-2024,Jayakwadi Dam,Aurangabad,2626,2492,201012,156616
29-04-2024,Koyna Dam,Satara,2036,2312,157680,125053
29-04-2024,Bhatsa Dam,Thane,1090,1124,286827,262948
29-04-2024,Ujjani Dam,Solapur,2518,2438,271385,140604
29-04-2024,Jayakwadi Dam,Aurangabad,2057,1786,203684,144231
30-04-2024,Koyna Dam,Satara,2639,1953,296804,284712
30-04-2024,Bhatsa Dam,Thane,2846,1148,287436,259749
30-04-2024,Ujjani Dam,Solapur,1009,2436,255551,128156
30-04-2024,Jayakwadi Dam,Aurangabad,1826,2299,238529,147192
01-05-2024,Koyna Dam,Satara,1859,2373,235148,170442
01-05-2024,Bhatsa Dam,Thane,1314,1935,272310,109491
01-05-2024,Ujjani Dam,Solapur,2768,2478,280200,259531
01-05-2024,Jayakwadi Dam,Aurangabad,1401,2277,247964,157961
02-05-2024,Koyna Dam,Satara,1472,1991,196502,147856
02-05-2024,Bhatsa Dam,Thane,2934,1044,165337,108484
02-05-2024,Ujjani Dam,Solapur,2715,2256,274702,222633
02-05-2024,Jayakwadi Dam,Aurangabad,2894,1774,274870,258085
03-05-2024,Koyna Dam,Satara,1521,2142,266420,174879
03-05-2024,Bhatsa Dam,Thane,2257,1855,190380,147283
03-05-2024,Ujjani Dam,Solapur,2213,1754,227999,141521
03-05-2024,Jayakwadi Dam,Aurangabad,2495,2260,171425,144272
04-05-2024,Koyna Dam,Satara,1833,1206,239330,155596
04-05-2024,Bhatsa Dam,Thane,1472,1236,176197,113666
04-05-2024,Ujjani Dam,Solapur,2989,2479,221144,105433
04-05-2024,Jayakwadi Dam,Aurangabad,1398,1529,254007,201768
05-05-2024,Koyna Dam,Satara,1116,1743,176693,107253
05-05-2024,Bhatsa Dam,Thane,2392,1767,194220,119009
05-05-2024,Ujjani Dam,Solapur,2034,2416,248116,120916
05-05-2024,Jayakwadi Dam,Aurangabad,1059,1530,217086,149395
06-05-2024,Koyna Dam,Satara,2636,1194,160871,110162
06-05-2024,Bhatsa Dam,Thane,1229,1339,151107,131689
06-05-2024,Ujjani Dam,Solapur,2311,1461,261025,188851
06-05-2024,Jayakwadi Dam,Aurangabad,1761,1830,235591,234651
