Date,District,Rainfall (mm)
26-12-2023,Mumbai,107.35
26-12-2023,Aurangabad,177.61
26-12-2023,Thane,54.56
26-12-2023,Kolhapur,52.28
26-12-2023,Solapur,58.32
27-12-2023,Pune,69.24
27-12-2023,Nagpur,173.12
27-12-2023,Nashik,120.53
27-12-2023,Mumbai,36.42
27-12-2023,Aurangabad,161.08
27-12-2023,Thane,68.37
27-12-2023,Kolhapur,77.65
27-12-2023,Solapur,114.88
28-12-2023,Pune,104.97
28-12-2023,Nagpur,125.06
28-12-2023,Nashik,53.17
28-12-2023,Mumbai,61.04
28-12-2023,Aurangabad,190.26
28-12-2023,Thane,119.48
28-12-2023,Kolhapur,198.73
28-12-2023,Solapur,192.65
29-12-2023,Pune,13.45
29-12-2023,Nagpur,67.11
29-12-2023,Nashik,170.11
29-12-2023,Mumbai,158.57
29-12-2023,Aurangabad,151.68
29-12-2023,Thane,13.57
29-12-2023,Kolhapur,99.73
29-12-2023,Solapur,165.39
30-12-2023,Pune,15.06
30-12-2023,Nagpur,55.15
30-12-2023,Nashik,131.74
30-12-2023,Mumbai,50.55
30-12-2023,Aurangabad,20.25
30-12-2023,Thane,180.76
30-12-2023,Kolhapur,33.92
30-12-2023,Solapur,174.17
31-12-2023,Pune,72.72
31-12-2023,Nagpur,120.27
31-12-2023,Nashik,82.43
31-12-2023,Mumbai,162.64
31-12-2023,Aurangabad,78.42
31-12-2023,Thane,87.19
31-12-2023,Kolhapur,117.55
31-12-2023,Solapur,39.48
01-01-2024,Pune,36.18
01-01-2024,Nagpur,67.94
01-01-2024,Nashik,38.04
01-01-2024,Mumbai,135.89
01-01-2024,Aurangabad,132.23
01-01-2024,Thane,54.99
01-01-2024,Kolhapur,41.33
01-01-2024,Solapur,91.86
02-01-2024,Pune,41.93
02-01-2024,Nagpur,191.45
02-01-2024,Nashik,166.25
02-01-2024,Mumbai,27.2
02-01-2024,Aurangabad,185.19
02-01-2024,Thane,148.58
02-01-2024,Kolhapur,29.9
02-01-2024,Solapur,157.54
03-01-2024,Pune,55.19
03-01-2024,Nagpur,91.85
03-01-2024,Nashik,181.21
03-01-2024,Mumbai,74.8
03-01-2024,Aurangabad,129.38
03-01-2024,Thane,78.4
03-01-2024,Kolhapur,36.04
03-01-2024,Solapur,110.73
04-01-2024,Pune,193.92
04-01-2024,Nagpur,122.29
04-01-2024,Nashik,142.93
04-01-2024,Mumbai,27.65
04-01-2024,Aurangabad,159.71
04-01-2024,Thane,135.96
04-01-2024,Kolhapur,65.38
04-01-2024,Solapur,185.53
05-01-2024,Pune,152.71
05-01-2024,Nagpur,36.41
05-01-2024,Nashik,81.33
05-01-2024,Mumbai,53.45
05-01-2024,Aurangabad,58.74
05-01-2024,Thane,10.45
05-01-2024,Kolhapur,55.08
05-01-2024,Solapur,190.36
06-01-2024,Pune,93.6
06-01-2024,Nagpur,15.22
06-01-2024,Nashik,46.82
06-01-2024,Mumbai,146.08
06-01-2024,Aurangabad,77.48
06-01-2024,Thane,120.39
06-01-2024,Kolhapur,67.6
06-01-2024,Solapur,47.87
07-01-2024,Pune,78.05
07-01-2024,Nagpur,120.81
07-01-2024,Nashik,153.3
07-01-2024,Mumbai,30.91
07-01-2024,Aurangabad,199.37
07-01-2024,Thane,26.6
07-01-2024,Kolhapur,162.11
07-01-2024,Solapur,26.02
08-01-2024,Pune,171.49
08-01-2024,Nagpur,50.52
08-01-2024,Nashik,63.24
08-01-2024,Mumbai,79.97
08-01-2024,Aurangabad,111.3
08-01-2024,Thane,72.59
08-01-2024,Kolhapur,101.4
08-01-2024,Solapur,26.5
09-01-2024,Pune,19.75
09-01-2024,Nagpur,146.61
09-01-2024,Nashik,11.81
09-01-2024,Mumbai,144.41
09-01-2024,Aurangabad,142.22
09-01-2024,Thane,198.15
09-01-2024,Kolhapur,125.54
09-01-2024,Solapur,93.99
10-01-2024,Pune,83.17
10-01-2024,Nagpur,17.99
10-01-2024,Nashik,151.33
10-01-2024,Mumbai,88.23
10-01-2024,Aurangabad,106.27
10-01-2024,Thane,53.22
10-01-2024,Kolhapur,70.29
10-01-2024,Solapur,16.27
11-01-2024,Pune,173.24
11-01-2024,Nagpur,83.21
11-01-2024,Nashik,177.26
11-01-2024,Mumbai,144.41
11-01-2024,Aurangabad,44.52
11-01-2024,Thane,15.27
11-01-2024,Kolhapur,139.68
11-01-2024,Solapur,157.46
12-01-2024,Pune,38.99
12-01-2024,Nagpur,130.71
12-01-2024,Nashik,117.42
12-01-2024,Mumbai,127.34
12-01-2024,Aurangabad,57.43
12-01-2024,Thane,45.64
12-01-2024,Kolhapur,158.06
12-01-2024,Solapur,193.79
13-01-2024,Pune,15.06
13-01-2024,Nagpur,30.49
13-01-2024,Nashik,190.84
13-01-2024,Mumbai,191.11
13-01-2024,Aurangabad,182.25
13-01-2024,Thane,78.96
13-01-2024,Kolhapur,112.53
13-01-2024,Solapur,98.1
14-01-2024,Pune,10.71
14-01-2024,Nagpur,197.41
14-01-2024,Nashik,53.27
14-01-2024,Mumbai,166.12
14-01-2024,Aurangabad,26.86
14-01-2024,Thane,177.29
14-01-2024,Kolhapur,170.42
14-01-2024,Solapur,130.92
15-01-2024,Pune,103.92
15-01-2024,Nagpur,25.98
15-01-2024,Nashik,35.03
15-01-2024,Mumbai,12.38
15-01-2024,Aurangabad,136.02
15-01-2024,Thane,185.91
15-01-2024,Kolhapur,85.75
15-01-2024,Solapur,120.57
16-01-2024,Pune,131.95
16-01-2024,Nagpur,51.12
16-01-2024,Nashik,74.44
16-01-2024,Mumbai,74.74
16-01-2024,Aurangabad,130.68
16-01-2024,Thane,47.36
16-01-2024,Kolhapur,118.28
16-01-2024,Solapur,151.19
17-01-2024,Pune,47.77
17-01-2024,Nagpur,160.43
17-01-2024,Nashik,118.77
17-01-2024,Mumbai,48.12
17-01-2024,Aurangabad,74.21
17-01-2024,Thane,137.79
17-01-2024,Kolhapur,137.15
17-01-2024,Solapur,35.39
18-01-2024,Pune,40.39
18-01-2024,Nagpur,37.37
18-01-2024,Nashik,162.56
18-01-2024,Mumbai,25.41
18-01-2024,Aurangabad,66.45
18-01-2024,Thane,77.53
18-01-2024,Kolhapur,133.76
18-01-2024,Solapur,154.4
19-01-2024,Pune,129.36
19-01-2024,Nagpur,118.04
19-01-2024,Nashik,124.36
19-01-2024,Mumbai,12.34
19-01-2024,Aurangabad,192.24
19-01-2024,Thane,162.46
19-01-2024,Kolhapur,78.64
19-01-2024,Solapur,18.17
20-01-2024,Pune,99.15
20-01-2024,Nagpur,148.69
20-01-2024,Nashik,168.62
20-01-2024,Mumbai,107.93
20-01-2024,Aurangabad,56.18
20-01-2024,Thane,180.74
20-01-2024,Kolhapur,184.62
20-01-2024,Solapur,121.5
21-01-2024,Pune,14.04
21-01-2024,Nagpur,113.2
21-01-2024,Nashik,179.53
21-01-2024,Mumbai,103.31
21-01-2024,Aurangabad,71.7
21-01-2024,Thane,198.83
21-01-2024,Kolhapur,90.7
21-01-2024,Solapur,137.74
22-01-2024,Pune,190.91
22-01-2024,Nagpur,149.71
22-01-2024,Nashik,16.31
22-01-2024,Mumbai,15.79
22-01-2024,Aurangabad,117.83
22-01-2024,Thane,168.05
22-01-2024,Kolhapur,188.71
22-01-2024,Solapur,121.42
23-01-2024,Pune,170.1
23-01-2024,Nagpur,166.58
23-01-2024,Nashik,189.57
23-01-2024,Mumbai,99.06
23-01-2024,Aurangabad,121.11
23-01-2024,Thane,193.27
23-01-2024,Kolhapur,108.14
23-01-2024,Solapur,49.44
24-01-2024,Pune,196.62
24-01-2024,Nagpur,159.9
24-01-2024,Nashik,176.57
24-01-2024,Mumbai,121.04
24-01-2024,Aurangabad,100.57
24-01-2024,Thane,173.44
24-01-2024,Kolhapur,19.14
24-01-2024,Solapur,155.76
25-01-2024,Pune,142.29
25-01-2024,Nagpur,197.68
25-01-2024,Nashik,110.2
25-01-2024,Mumbai,85.06
25-01-2024,Aurangabad,195.81
25-01-2024,Thane,147.12
25-01-2024,Kolhapur,184.48
25-01-2024,Solapur,165.55
26-01-2024,Pune,130.21
26-01-2024,Nagpur,56.35
26-01-2024,Nashik,175.0
26-01-2024,Mumbai,155.25
26-01-2024,Aurangabad,73.17
26-01-2024,Thane,75.98
26-01-2024,Kolhapur,171.28
26-01-2024,Solapur,91.76
27-01-2024,Pune,140.58
27-01-2024,Nagpur,174.19
27-01-2024,Nashik,120.81
27-01-2024,Mumbai,149.08
27-01-2024,Aurangabad,12.52
27-01-2024,Thane,111.94
27-01-2024,Kolhapur,186.46
27-01-2024,Solapur,10.09
28-01-2024,Pune,103.72
28-01-2024,Nagpur,191.45
28-01-2024,Nashik,38.66
28-01-2024,Mumbai,25.18
28-01-2024,Aurangabad,183.42
28-01-2024,Thane,45.51
28-01-2024,Kolhapur,80.98
28-01-2024,Solapur,32.19
29-01-2024,Pune,71.2
29-01-2024,Nagpur,108.66
29-01-2024,Nashik,120.86
29-01-2024,Mumbai,138.45
29-01-2024,Aurangabad,108.08
29-01-2024,Thane,76.27
29-01-2024,Kolhapur,50.73
29-01-2024,Solapur,24.02
30-01-2024,Pune,26.05
30-01-2024,Nagpur,184.59
30-01-2024,Nashik,149.06
30-01-2024,Mumbai,46.09
30-01-2024,Aurangabad,109.69
30-01-2024,Thane,150.3
30-01-2024,Kolhapur,113.84
30-01-2024,Solapur,59.43
31-01-2024,Pune,69.97
31-01-2024,Nagpur,136.52
31-01-2024,Nashik,109.19
31-01-2024,Mumbai,26.31
31-01-2024,Aurangabad,137.13
31-01-2024,Thane,32.61
31-01-2024,Kolhapur,68.99
31-01-2024,Solapur,176.86
01-02-2024,Pune,38.22
01-02-2024,Nagpur,65.38
01-02-2024,Nashik,99.45
01-02-2024,Mumbai,144.08
01-02-2024,Aurangabad,154.45
01-02-2024,Thane,78.18
01-02-2024,Kolhapur,14.24
01-02-2024,Solapur,58.17
02-02-2024,Pune,87.62
02-02-2024,Nagpur,143.6
02-02-2024,Nashik,71.52
02-02-2024,Mumbai,68.22
02-02-2024,Aurangabad,177.09
02-02-2024,Thane,87.24
02-02-2024,Kolhapur,147.9
02-02-2024,Solapur,145.03
03-02-2024,Pune,49.92
03-02-2024,Nagpur,81.73
03-02-2024,Nashik,137.7
03-02-2024,Mumbai,117.62
03-02-2024,Aurangabad,176.37
03-02-2024,Thane,169.92
03-02-2024,Kolhapur,114.76
03-02-2024,Solapur,189.56
04-02-2024,Pune,87.39
04-02-2024,Nagpur,70.75
04-02-2024,Nashik,67.4
04-02-2024,Mumbai,128.45
04-02-2024,Aurangabad,11.84
04-02-2024,Thane,49.28
04-02-2024,Kolhapur,174.0
04-02-2024,Solapur,58.73
05-02-2024,Pune,54.14
05-02-2024,Nagpur,21.51
05-02-2024,Nashik,67.99
05-02-2024,Mumbai,105.28
05-02-2024,Aurangabad,136.26
05-02-2024,Thane,66.2
05-02-2024,Kolhapur,14.84
05-02-2024,Solapur,163.63
06-02-2024,Pune,148.2
06-02-2024,Nagpur,170.89
06-02-2024,Nashik,59.99
06-02-2024,Mumbai,171.13
06-02-2024,Aurangabad,156.89
06-02-2024,Thane,116.88
06-02-2024,Kolhapur,109.33
06-02-2024,Solapur,117.66
07-02-2024,Pune,102.4
07-02-2024,Nagpur,37.28
07-02-2024,Nashik,118.96
07-02-2024,Mumbai,123.77
07-02-2024,Aurangabad,185.6
07-02-2024,Thane,100.29
07-02-2024,Kolhapur,68.89
07-02-2024,Solapur,169.8
08-02-2024,Pune,170.77
08-02-2024,Nagpur,59.32
08-02-2024,Nashik,45.93
08-02-2024,Mumbai,145.25
08-02-2024,Aurangabad,139.56
08-02-2024,Thane,98.74
08-02-2024,Kolhapur,195.1
08-02-2024,Solapur,103.09
09-02-2024,Pune,179.22
09-02-2024,Nagpur,82.34
09-02-2024,Nashik,23.83
09-02-2024,Mumbai,20.02
09-02-2024,Aurangabad,41.85
09-02-2024,Thane,58.78
09-02-2024,Kolhapur,129.58
09-02-2024,Solapur,100.07
10-02-2024,Pune,167.4
10-02-2024,Nagpur,155.26
10-02-2024,Nashik,29.26
10-02-2024,Mumbai,116.81
10-02-2024,Aurangabad,180.86
10-02-2024,Thane,111.82
10-02-2024,Kolhapur,14.39
10-02-2024,Solapur,77.53
11-02-2024,Pune,175.61
11-02-2024,Nagpur,27.28
11-02-2024,Nashik,90.02
11-02-2024,Mumbai,45.4
11-02-2024,Aurangabad,66.36
11-02-2024,Thane,193.63
11-02-2024,Kolhapur,15.02
11-02-2024,Solapur,100.62
12-02-2024,Pune,197.81
12-02-2024,Nagpur,125.88
12-02-2024,Nashik,21.61
12-02-2024,Mumbai,26.87
12-02-2024,Aurangabad,124.59
12-02-2024,Thane,106.56
12-02-2024,Kolhapur,197.07
12-02-2024,Solapur,177.47
13-02-2024,Pune,119.32
13-02-2024,Nagpur,20.34
13-02-2024,Nashik,195.49
13-02-2024,Mumbai,127.98
13-02-2024,Aurangabad,156.38
13-02-2024,Thane,81.51
13-02-2024,Kolhapur,163.9
13-02-2024,Solapur,131.4
14-02-2024,Pune,66.1
14-02-2024,Nagpur,45.13
14-02-2024,Nashik,161.14
14-02-2024,Mumbai,136.3
14-02-2024,Aurangabad,73.41
14-02-2024,Thane,113.61
14-02-2024,Kolhapur,57.14
14-02-2024,Solapur,146.63
15-02-2024,Pune,104.84
15-02-2024,Nagpur,121.16
15-02-2024,Nashik,38.25
15-02-2024,Mumbai,127.07
15-02-2024,Aurangabad,103.34
15-02-2024,Thane,29.36
15-02-2024,Kolhapur,197.55
15-02-2024,Solapur,20.58
16-02-2024,Pune,166.16
16-02-2024,Nagpur,147.16
16-02-2024,Nashik,124.28
16-02-2024,Mumbai,97.99
16-02-2024,Aurangabad,181.76
16-02-2024,Thane,11.85
16-02-2024,Kolhapur,142.37
16-02-2024,Solapur,11.86
17-02-2024,Pune,102.54
17-02-2024,Nagpur,171.5
17-02-2024,Nashik,129.42
17-02-2024,Mumbai,71.04
17-02-2024,Aurangabad,167.26
17-02-2024,Thane,173.64
17-02-2024,Kolhapur,168.34
17-02-2024,Solapur,179.7
18-02-2024,Pune,165.24
18-02-2024,Nagpur,198.11
18-02-2024,Nashik,179.32
18-02-2024,Mumbai,199.48
18-02-2024,Aurangabad,41.13
18-02-2024,Thane,186.19
18-02-2024,Kolhapur,93.33
18-02-2024,Solapur,67.91
19-02-2024,Pune,117.44
19-02-2024,Nagpur,135.22
19-02-2024,Nashik,115.81
19-02-2024,Mumbai,152.64
19-02-2024,Aurangabad,69.5
19-02-2024,Thane,53.99
19-02-2024,Kolhapur,128.14
19-02-2024,Solapur,76.67
20-02-2024,Pune,96.91
20-02-2024,Nagpur,35.94
20-02-2024,Nashik,180.25
20-02-2024,Mumbai,17.27
20-02-2024,Aurangabad,98.61
20-02-2024,Thane,78.95
20-02-2024,Kolhapur,62.14
20-02-2024,Solapur,25.13
21-02-2024,Pune,166.46
21-02-2024,Nagpur,62.24
21-02-2024,Nashik,93.76
21-02-2024,Mumbai,137.54
21-02-2024,Aurangabad,169.82
21-02-2024,Thane,156.12
21-02-2024,Kolhapur,86.11
21-02-2024,Solapur,184.19
22-02-2024,Pune,34.93
22-02-2024,Nagpur,160.32
22-02-2024,Nashik,164.11
22-02-2024,Mumbai,41.36
22-02-2024,Aurangabad,124.37
22-02-2024,Thane,50.85
22-02-2024,Kolhapur,138.73
22-02-2024,Solapur,197.36
23-02-2024,Pune,90.78
23-02-2024,Nagpur,110.71
23-02-2024,Nashik,77.84
23-02-2024,Mumbai,119.94
23-02-2024,Aurangabad,96.08
23-02-2024,Thane,112.61
23-02-2024,Kolhapur,48.58
23-02-2024,Solapur,101.41
24-02-2024,Pune,117.25
24-02-2024,Nagpur,55.61
24-02-2024,Nashik,109.83
24-02-2024,Mumbai,120.04
24-02-2024,Aurangabad,84.17
24-02-2024,Thane,196.27
24-02-2024,Kolhapur,182.98
24-02-2024,Solapur,38.71
25-02-2024,Pune,60.55
25-02-2024,Nagpur,165.64
25-02-2024,Nashik,132.91
25-02-2024,Mumbai,130.23
25-02-2024,Aurangabad,55.1
25-02-2024,Thane,63.46
25-02-2024,Kolhapur,158.55
25-02-2024,Solapur,107.72
26-02-2024,Pune,171.36
26-02-2024,Nagpur,187.19
26-02-2024,Nashik,26.42
26-02-2024,Mumbai,178.83
26-02-2024,Aurangabad,16.69
26-02-2024,Thane,188.98
26-02-2024,Kolhapur,61.78
26-02-2024,Solapur,135.69
27-02-2024,Pune,110.61
27-02-2024,Nagpur,15.95
27-02-2024,Nashik,42.63
27-02-2024,Mumbai,100.73
27-02-2024,Aurangabad,173.04
27-02-2024,Thane,78.09
27-02-2024,Kolhapur,128.17
27-02-2024,Solapur,60.07
28-02-2024,Pune,179.34
28-02-2024,Nagpur,42.83
28-02-2024,Nashik,13.91
28-02-2024,Mumbai,129.13
28-02-2024,Aurangabad,166.24
28-02-2024,Thane,133.34
28-02-2024,Kolhapur,152.05
28-02-2024,Solapur,129.03
29-02-2024,Pune,51.98
29-02-2024,Nagpur,82.28
29-02-2024,Nashik,49.02
29-02-2024,Mumbai,21.9
29-02-2024,Aurangabad,71.46
29-02-2024,Thane,122.08
29-02-2024,Kolhapur,39.86
29-02-2024,Solapur,154.92
01-03-2024,Pune,117.26
01-03-2024,Nagpur,52.7
01-03-2024,Nashik,179.51
01-03-2024,Mumbai,98.82
01-03-2024,Aurangabad,63.1
01-03-2024,Thane,41.14
01-03-2024,Kolhapur,29.33
01-03-2024,Solapur,197.29
02-03-2024,Pune,35.2
02-03-2024,Nagpur,99.02
02-03-2024,Nashik,112.61
02-03-2024,Mumbai,17.61
02-03-2024,Aurangabad,177.38
02-03-2024,Thane,18.87
02-03-2024,Kolhapur,172.05
02-03-2024,Solapur,121.28
03-03-2024,Pune,176.64
03-03-2024,Nagpur,84.43
03-03-2024,Nashik,187.31
03-03-2024,Mumbai,143.08
03-03-2024,Aurangabad,114.0
03-03-2024,Thane,109.05
03-03-2024,Kolhapur,77.03
03-03-2024,Solapur,139.21
04-03-2024,Pune,92.35
04-03-2024,Nagpur,14.84
04-03-2024,Nashik,130.99
04-03-2024,Mumbai,32.91
04-03-2024,Aurangabad,182.95
04-03-2024,Thane,51.52
04-03-2024,Kolhapur,98.68
04-03-2024,Solapur,89.43
05-03-2024,Pune,173.25
05-03-2024,Nagpur,24.5
05-03-2024,Nashik,10.86
05-03-2024,Mumbai,136.69
05-03-2024,Aurangabad,121.92
05-03-2024,Thane,81.0
05-03-2024,Kolhapur,170.91
05-03-2024,Solapur,88.05
06-03-2024,Pune,14.65
06-03-2024,Nagpur,122.78
06-03-2024,Nashik,10.75
06-03-2024,Mumbai,81.55
06-03-2024,Aurangabad,199.96
06-03-2024,Thane,150.46
06-03-2024,Kolhapur,69.67
06-03-2024,Solapur,169.35
07-03-2024,Pune,123.75
07-03-2024,Nagpur,185.35
07-03-2024,Nashik,52.27
07-03-2024,Mumbai,144.37
07-03-2024,Aurangabad,141.75
07-03-2024,Thane,192.02
07-03-2024,Kolhapur,167.61
07-03-2024,Solapur,103.08
08-03-2024,Pune,157.71
08-03-2024,Nagpur,52.28
08-03-2024,Nashik,184.79
08-03-2024,Mumbai,55.24
08-03-2024,Aurangabad,116.39
08-03-2024,Thane,74.26
08-03-2024,Kolhapur,31.01
08-03-2024,Solapur,140.2
09-03-2024,Pune,40.16
09-03-2024,Nagpur,45.57
09-03-2024,Nashik,131.92
09-03-2024,Mumbai,99.28
09-03-2024,Aurangabad,27.51
09-03-2024,Thane,157.32
09-03-2024,Kolhapur,135.05
09-03-2024,Solapur,45.86
10-03-2024,Pune,41.25
10-03-2024,Nagpur,141.11
10-03-2024,Nashik,98.43
10-03-2024,Mumbai,180.03
10-03-2024,Aurangabad,185.0
10-03-2024,Thane,160.0
10-03-2024,Kolhapur,12.03
10-03-2024,Solapur,13.07
11-03-2024,Pune,178.73
11-03-2024,Nagpur,141.65
11-03-2024,Nashik,40.14
11-03-2024,Mumbai,155.31
11-03-2024,Aurangabad,115.51
11-03-2024,Thane,42.26
11-03-2024,Kolhapur,70.45
11-03-2024,Solapur,57.66
12-03-2024,Pune,114.82
12-03-2024,Nagpur,171.71
12-03-2024,Nashik,105.4
12-03-2024,Mumbai,173.57
12-03-2024,Aurangabad,85.72
12-03-2024,Thane,71.87
12-03-2024,Kolhapur,37.1
12-03-2024,Solapur,39.4
13-03-2024,Pune,54.89
13-03-2024,Nagpur,98.97
13-03-2024,Nashik,91.58
13-03-2024,Mumbai,146.57
13-03-2024,Aurangabad,51.55
13-03-2024,Thane,121.65
13-03-2024,Kolhapur,40.27
13-03-2024,Solapur,167.77
14-03-2024,Pune,107.51
14-03-2024,Nagpur,91.55
14-03-2024,Nashik,196.39
14-03-2024,Mumbai,187.77
14-03-2024,Aurangabad,187.25
14-03-2024,Thane,160.99
14-03-2024,Kolhapur,78.0
14-03-2024,Solapur,62.18
15-03-2024,Pune,49.09
15-03-2024,Nagpur,96.62
15-03-2024,Nashik,104.74
15-03-2024,Mumbai,117.68
15-03-2024,Aurangabad,179.08
15-03-2024,Thane,116.81
15-03-2024,Kolhapur,137.49
15-03-2024,Solapur,150.14
16-03-2024,Pune,63.13
16-03-2024,Nagpur,111.62
16-03-2024,Nashik,14.12
16-03-2024,Mumbai,17.89
16-03-2024,Aurangabad,149.43
16-03-2024,Thane,167.06
16-03-2024,Kolhapur,112.1
16-03-2024,Solapur,32.16
17-03-2024,Pune,186.5
17-03-2024,Nagpur,39.42
17-03-2024,Nashik,172.38
17-03-2024,Mumbai,105.04
17-03-2024,Aurangabad,168.35
17-03-2024,Thane,153.6
17-03-2024,Kolhapur,199.1
17-03-2024,Solapur,76.21
18-03-2024,Pune,75.33
18-03-2024,Nagpur,73.81
18-03-2024,Nashik,49.51
18-03-2024,Mumbai,109.09
18-03-2024,Aurangabad,144.02
18-03-2024,Thane,185.97
18-03-2024,Kolhapur,34.8
18-03-2024,Solapur,126.06
19-03-2024,Pune,72.96
19-03-2024,Nagpur,87.34
19-03-2024,Nashik,96.16
19-03-2024,Mumbai,197.45
19-03-2024,Aurangabad,148.76
19-03-2024,Thane,100.19
19-03-2024,Kolhapur,85.89
19-03-2024,Solapur,173.76
20-03-2024,Pune,141.84
20-03-2024,Nagpur,172.83
20-03-2024,Nashik,67.05
20-03-2024,Mumbai,21.25
20-03-2024,Aurangabad,79.31
20-03-2024,Thane,112.43
20-03-2024,Kolhapur,58.43
20-03-2024,Solapur,116.56
21-03-2024,Pune,191.74
21-03-2024,Nagpur,154.25
21-03-2024,Nashik,62.16
21-03-2024,Mumbai,141.57
21-03-2024,Aurangabad,52.13
21-03-2024,Thane,25.23
21-03-2024,Kolhapur,134.73
21-03-2024,Solapur,11.36
22-03-2024,Pune,152.04
22-03-2024,Nagpur,76.92
22-03-2024,Nashik,187.73
22-03-2024,Mumbai,133.06
22-03-2024,Aurangabad,44.01
22-03-2024,Thane,71.02
22-03-2024,Kolhapur,165.47
22-03-2024,Solapur,29.97
23-03-2024,Pune,177.5
23-03-2024,Nagpur,55.64
23-03-2024,Nashik,81.25
23-03-2024,Mumbai,56.09
23-03-2024,Aurangabad,20.85
23-03-2024,Thane,181.05
23-03-2024,Kolhapur,163.73
23-03-2024,Solapur,48.66
24-03-2024,Pune,168.67
24-03-2024,Nagpur,117.58
24-03-2024,Nashik,50.78
24-03-2024,Mumbai,39.56
24-03-2024,Aurangabad,153.15
24-03-2024,Thane,55.74
24-03-2024,Kolhapur,103.29
24-03-2024,Solapur,17.33
25-03-2024,Pune,70.09
25-03-2024,Nagpur,40.34
25-03-2024,Nashik,62.81
25-03-2024,Mumbai,194.78
25-03-2024,Aurangabad,193.06
25-03-2024,Thane,66.95
25-03-2024,Kolhapur,166.59
25-03-2024,Solapur,109.61
26-03-2024,Pune,48.32
26-03-2024,Nagpur,184.76
26-03-2024,Nashik,192.15
26-03-2024,Mumbai,136.94
26-03-2024,Aurangabad,173.3
26-03-2024,Thane,74.71
26-03-2024,Kolhapur,81.36
26-03-2024,Solapur,73.42
27-03-2024,Pune,60.61
27-03-2024,Nagpur,33.63
27-03-2024,Nashik,46.66
27-03-2024,Mumbai,187.89
27-03-2024,Aurangabad,72.77
27-03-2024,Thane,96.86
27-03-2024,Kolhapur,77.01
27-03-2024,Solapur,180.03
28-03-2024,Pune,163.23
28-03-2024,Nagpur,30.76
28-03-2024,Nashik,74.36
28-03-2024,Mumbai,171.42
28-03-2024,Aurangabad,89.98
28-03-2024,Thane,57.14
28-03-2024,Kolhapur,143.7
28-03-2024,Solapur,176.3
29-03-2024,Pune,154.71
29-03-2024,Nagpur,51.19
29-03-2024,Nashik,196.47
29-03-2024,Mumbai,194.07
29-03-2024,Aurangabad,52.22
29-03-2024,Thane,177.92
29-03-2024,Kolhapur,165.97
29-03-2024,Solapur,188.96
30-03-2024,Pune,145.63
30-03-2024,Nagpur,10.15
30-03-2024,Nashik,170.37
30-03-2024,Mumbai,53.49
30-03-2024,Aurangabad,195.16
30-03-2024,Thane,42.94
30-03-2024,Kolhapur,59.29
30-03-2024,Solapur,159.45
31-03-2024,Pune,32.64
31-03-2024,Nagpur,123.69
31-03-2024,Nashik,90.56
31-03-2024,Mumbai,133.07
31-03-2024,Aurangabad,43.48
31-03-2024,Thane,20.5
31-03-2024,Kolhapur,52.35
31-03-2024,Solapur,99.73
01-04-2024,Pune,136.99
01-04-2024,Nagpur,43.1
01-04-2024,Nashik,164.78
01-04-2024,Mumbai,108.54
01-04-2024,Aurangabad,17.34
01-04-2024,Thane,108.47
01-04-2024,Kolhapur,79.78
01-04-2024,Solapur,20.17
02-04-2024,Pune,110.1
02-04-2024,Nagpur,106.88
02-04-2024,Nashik,199.47
02-04-2024,Mumbai,37.71
02-04-2024,Aurangabad,22.04
02-04-2024,Thane,117.23
02-04-2024,Kolhapur,199.81
02-04-2024,Solapur,119.17
03-04-2024,Pune,103.04
03-04-2024,Nagpur,189.05
03-04-2024,Nashik,184.32
03-04-2024,Mumbai,52.44
03-04-2024,Aurangabad,55.97
03-04-2024,Thane,169.13
03-04-2024,Kolhapur,57.66
03-04-2024,Solapur,25.12
04-04-2024,Pune,131.78
04-04-2024,Nagpur,53.02
04-04-2024,Nashik,111.31
04-04-2024,Mumbai,127.86
04-04-2024,Aurangabad,115.93
04-04-2024,Thane,135.17
04-04-2024,Kolhapur,151.12
04-04-2024,Solapur,134.3
05-04-2024,Pune,167.36
05-04-2024,Nagpur,112.74
05-04-2024,Nashik,45.56
05-04-2024,Mumbai,159.33
05-04-2024,Aurangabad,38.88
05-04-2024,Thane,67.77
05-04-2024,Kolhapur,101.64
05-04-2024,Solapur,155.46
06-04-2024,Pune,58.95
06-04-2024,Nagpur,71.65
06-04-2024,Nashik,135.26
06-04-2024,Mumbai,156.05
06-04-2024,Aurangabad,30.07
06-04-2024,Thane,164.57
06-04-2024,Kolhapur,150.09
06-04-2024,Solapur,141.19
07-04-2024,Pune,138.39
07-04-2024,Nagpur,167.27
07-04-2024,Nashik,125.33
07-04-2024,Mumbai,172.95
07-04-2024,Aurangabad,88.32
07-04-2024,Thane,63.74
07-04-2024,Kolhapur,98.41
07-04-2024,Solapur,167.4
08-04-2024,Pune,100.89
08-04-2024,Nagpur,20.27
08-04-2024,Nashik,189.21
08-04-2024,Mumbai,185.46
08-04-2024,Aurangabad,166.2
08-04-2024,Thane,47.94
08-04-2024,Kolhapur,151.58
08-04-2024,Solapur,154.63
09-04-2024,Pune,15.74
09-04-2024,Nagpur,118.41
09-04-2024,Nashik,15.24
09-04-2024,Mumbai,186.7
09-04-2024,Aurangabad,146.16
09-04-2024,Thane,92.42
09-04-2024,Kolhapur,76.06
09-04-2024,Solapur,33.16
10-04-2024,Pune,65.89
10-04-2024,Nagpur,177.52
